region_id,region_name,exports,exports_m3,imports,imports_m3,npc_bounties,total_destroyed,total_production,trade_value,mining_value,moon_mining_value,loyalty_points
10000013,Malpais,30475277800738.688,2567288411.457,29580405187550.312,1840101504.141,1217057082425.0,477948269448.94,7724664101114.399,345321434686.50995,1248301336503.6672,959155513.636,0.0
10000014,Catch,119409959756882.84,9010099093.1113,127385248766629.89,8357379585.6553,2439217988788.0,1114014037309.54,11783940407546.72,93861138218.38,1293109182999.2222,2275632628.6963,0.0
10000015,Venal,21717503252869.453,1101277894.0409,18124523886491.19,1516216440.6856,492087982394.0,354360212410.86,390529293160.4585,149804390507.53995,182186098819.23087,201269750.0191,987434599.0
10000016,Lonetrek,302927676697485.6,32010181269.775898,282835555617813.1,26866912786.4618,563818076282.0,2066099465768.59,18468513128247.816,19771913288213.73,922571883658.7043,1289749307.5789,3429896158.0
10000018,The Spire,19099484891456.83,1186035417.1423001,12248152785342.607,1215206689.3898,569570087931.0,142746606696.39,521973648692.6007,20151725782.5,1017621737782.7152,640036322.6972,0.0
10000020,Tash-Murkon,50730204700094.875,8088645028.6025,46225171022900.07,5175972752.362,165751273309.0,394352371593.96,1539288551510.3467,2842084576947.0903,606479814461.1427,801518592.8975,115517634.0
10000021,Outer Passage,7260392219687.059,408599815.3951,9152422305601.893,528319949.38989997,445596724461.0,164585151681.32,1567647446098.9531,3328291535.0099998,761517697076.3114,668050531.0008,0.0
10000022,Stain,10114502262897.387,690679775.7314,8154239004097.603,676159138.9978,248728002500.0,384034780363.83,1548226016897.2385,264939739378.61996,264237611479.2837,570186413.0612,525666211.0
10000023,Pure Blind,32306446690280.44,3863740561.6301,43786606100451.98,6395191185.5089,648189505162.0,1149085340590.61,2835642963034.764,1622938252386.6104,746431728327.1653,885532915.6887,486312512.0
10000025,Immensea,72406336895488.89,11661861462.3028,69158442174099.82,10647144438.154001,3431759974919.0,880622527442.84,26803467571989.92,19899363862.160004,2954798507889.01,2421495157.4099,0.0
10000027,Etherium Reach,31515739025539.14,2634322613.7328,77051572415732.83,12724988898.7627,1065383424679.0,588467649685.94,3930707711188.3247,1131163567942.04,1675925006195.8374,1537368353.6397,0.0
10000028,Molden Heath,31326988066033.715,3440314909.1894,28471086543081.54,2868691127.9030995,122668989504.0,465447121032.27,715278618998.4365,523018120134.31995,399130655774.3276,540468341.8971,329212203.0
10000029,Geminate,90810962691045.81,4456074829.45,88774823055130.83,4353598941.3105,1252957689821.0,952097796579.64,925072600113.6484,40402892722.97,386750210266.9658,321622640.997,0.0
10000030,Heimatar,129588454390653.44,13937691300.3316,135687594072801.11,17192480851.1498,232744921101.0,1788333450961.17,2446648027857.3267,9870349005049.96,717557204648.447,765376688.3507,267660811.0
10000031,Impass,23971233583712.957,2233237485.7285,21461793624165.812,2163434321.81,1872695353105.0,346542741955.79,2615036562684.2017,253822986680.58,2250259636841.771,1557506465.3376,0.0
10000032,Sinq Laison,242099643726997.38,19720164355.5829,233534050611229.34,20188446337.2929,271057644193.0,1679965429757.94,9361438049427.734,22105280052430.27,956344163684.5941,1611306459.8792,141765604.0
10000033,The Citadel,365222901055632.4,34395606908.6858,351259921054283.3,32777081810.953697,359124178627.0,2108930939410.23,20787232503473.76,3906812986054.9697,658894811591.4296,1438089729.9711,255188390.0
10000034,The Kalevala Expanse,91734497978394.23,6209431515.7593,101678439856282.72,5618433001.7993,2407119247464.0,1210118487611.9,4393170950003.82,14104788660.500002,1420467071344.7812,834907798.5646,0.0
10000035,Deklein,10382864309217.223,2107344472.2809,10815612948816.7,571976450.4456999,1414996833415.0,487557325440.47,11996238387367.006,577288954404.87,523400457393.8877,795737933.9969,0.0
10000036,Devoid,92901774811809.9,8855280273.819399,88391229144475.89,9158540207.0119,50638069957.0,222300457857.81,262793622342.275,708777970922.44,444426535900.0222,1614546285.2372,42868747.0
10000037,Everyshore,40508042043414.91,5344514026.2928,34533402058145.152,4447353574.941999,134905942310.0,179040429396.54,1532945035489.096,1609758293198.3396,560043968925.8043,1298971076.0542,111935169.0
10000038,The Bleak Lands,30566155556653.9,4602676528.1241,27608985908215.242,2348878197.2446,39602799070.0,665628154474.08,6160306259266.908,184115666069.41003,130270706100.85991,101570354.7777,482691813.0
10000039,Esoteria,19363172043539.242,1237188436.9383,17478906266244.342,1423975511.2396,2184956731734.0,518482207443.5,1403175834458.5012,127193594145.72002,636952376820.6901,630219133.6658,0.0
10000040,Oasa,31806700450007.84,3309507624.4848003,27025480720129.57,2210489610.0608,679565688492.0,220159647595.77,10661688215283.666,3702120705.0699997,1067986475213.3129,1042879151.1172,0.0
10000041,Syndicate,12742276043218.424,991367679.4982,10844934403281.979,962422033.3267,128284815136.0,289488859744.27,364901693507.5818,540132820865.3098,399857940926.02905,713102876.7908,222370875.0
10000042,Metropolis,186004606192899.5,17895766734.4455,178339951463606.9,18951215354.923702,1216637020278.0,2029142060983.39,3662762960615.2305,13643540141734.982,971882263067.1514,946042803.8577,1778263394.0
10000043,Domain,193882629462648.34,17434156332.1699,197158273278260.8,20545910953.9817,273852918893.0,732868953161.7,3751523735133.4546,63880883337947.69,1571437525213.7861,4104877508.5523,144828300.0
10000044,Solitude,44615671236555.15,1914852709.285,41077446307341.47,2071296608.1420002,32966912703.0,144661004977.13,479368335370.4188,436518111938.44995,333026427735.3049,484036466.0829,10139187.0
10000045,Tenal,4488328158905.604,108182162.5554,4103564699923.148,224331316.7446,2028079079765.0,300596591650.54,1284982197114.085,57618239662.119995,339196394356.3139,408495272.2272,0.0
10000046,Fade,5533021593286.893,209503259.4887,3739854607517.96,418274989.7037,382195825589.0,193236547945.59,280935387160.9355,14505527236.99,187938744154.4312,202912338.0814,0.0
10000047,Providence,12434777278008.729,1158731534.503,13138817390638.605,1121475935.5149999,530519643775.0,814154568604.81,1899726585543.6438,328290836977.92,510808314114.27234,610380450.867,0.0
10000048,Placid,70035268672520.15,4759504859.3883,66584886280971.27,5199907541.6854,115954246463.0,1143268417478.57,1045105927151.6876,938413342857.0201,509824899142.7207,850708370.6358,2378990123.0
10000049,Khanid,61160849302840.086,4665313918.7039,56052493007468.54,4807607688.95,42306824418.0,387254922214.54,346240989827.2422,1890296493572.53,885469091080.7416,2173954396.1425,16516389.0
10000050,Querious,45075942076494.53,3156122652.4105,41375351489820.91,2741652190.1929,2109433762099.0,942871818434.2,3220247872794.086,1058951457329.8,629665976362.8253,818827479.0008,0.0
10000051,Cloud Ring,18308869189225.25,2604855630.0657,18744340259954.637,3128292571.3251996,405927886139.0,486075643883.1,971892925060.5414,299812305893.64,350190472377.03076,437119620.5392,0.0
10000052,Kador,59125687988111.81,3726852786.6371,56589519594320.836,3545844391.3050995,263830934361.0,182486855683.71,837817004610.0247,806137669190.8701,854635742031.6172,2677399025.8997,201334576.0
10000053,Cobalt Edge,5599879254958.17,452790863.3079,3921296237649.962,290715294.9596,501767790093.0,178674625400.24,962282748997.5059,10511133649.17,667613913116.2551,787710907.5733,0.0
10000054,Aridia,12204411216027.3,758276676.875,11185376377186.906,825250130.5469999,58943707201.0,237209517272.11,607806497142.9933,744861130832.9602,1154092738759.2656,528788133.9258,184769009.0
10000055,Branch,6751124499393.977,491781049.189,6074598977959.068,328461984.3222,1973907248442.0,360595914433.77,2543608230711.5483,100147502499.67,670744459364.9146,584375896.2964,0.0
10000056,Feythabolis,8480400641514.154,526711453.182,8152591886966.405,600778174.8795,1319090913724.0,269627844496.92,988713568320.386,167878120553.88,620788237573.9705,749983044.5392,0.0
10000057,Outer Ring,10713412338975.746,509136458.547,4752785745927.581,414786358.06799996,56408790185.0,66344562867.02,523026857052.2381,551079148281.3899,83064611527.77057,79094860.1864,9217628.0
10000058,Fountain,27246375051141.863,3456071836.4502,38286090149191.875,1627070610.4817,4026568147403.0,1429011756478.8,21393805705424.312,12090240478029.383,2725475920210.19,2275378455.1803,179608618.0
10000059,Paragon Soul,10792638049861.203,845562178.2071,10960273150494.008,780177979.0381,1025325970489.0,235650254353.33,2365512374558.811,539347327178.68994,123126550648.77039,210320524.5623,0.0
10000060,Delve,32363304779825.387,1942623289.9837,29221870249751.395,3556178088.7208004,2267520461608.0,2324848088068.81,6671077888761.759,4935636984286.97,498302192896.32874,448247465.4865,1110412850.0
10000061,Tenerifis,128209806898713.98,16699270988.546501,137147816459219.89,10765696220.436901,1351763631149.0,827684331354.65,12970462855411.484,35502483575326.74,1587686594951.16,1659158797.2442,0.0
10000062,Omist,2730523103103.0522,129166655.557,4974204299680.577,333547365.5685,400620291573.0,290052558867.57,1652397505535.8557,347734072442.26996,496136988118.2574,251829582.879,0.0
10000063,Period Basis,8036127469323.379,1042013176.7171,7457717167461.762,382857978.8646,338145749632.0,196331760366.14,2777514055565.677,545260424736.17,115326503911.82365,82201635.9123,0.0
10000064,Essence,218171960146723.72,22670378909.5733,216092347091631.12,22221089392.080498,141140394376.0,884206948283.42,1799921335711.7388,3305287410030.7104,664397135062.4061,1499104697.3769,630449588.0
10000065,Kor-Azor,66292309635270.41,6803816442.3845,63757077961523.945,6303048364.0792,139260074678.0,301734602532.75,989017144457.5328,1902145885600.3003,408799822056.3624,410685771.5999,35012865.0
10000066,Perrigen Falls,100902811756158.1,12057095472.0139,95727993548515.1,8796617029.7167,3131736007707.0,1359696120797.25,13524072139218.969,34821922601013.402,2209120413326.65,1111225765.5874,0.0
10000067,Genesis,241766939723941.66,23991278824.3074,244712707162042.1,23885287255.4234,225282031339.0,1168761297529.21,3609414156511.531,2444830418831.59,662655011352.8356,1008502167.9285,191163030.0
10000068,Verge Vendor,42253480096960.91,5608304578.6735,40618954892247.5,5016064925.3141,69995959973.0,297063388710.12,719992446861.432,1538681956623.66,363169878921.7697,654501101.8562,92220127.0
10000069,Black Rise,38382407021914.15,5222257045.9901,40553496895072.11,5946628568.9156,81372801399.0,781824796094.73,4105005532645.908,466939196397.07,327558075120.8816,528447079.0205,36724501.0
10000070,Pochven,26742411563280.082,508195535.46959996,22813459912178.83,496636720.5004,14456041658.0,2951478235590.55,32905160566.5911,292568458922.43,192610281713.5538,23911331.1924,0.0
